text,intent
Urgent: We are looking to purchase large quantities. please.,bulk_order
Urgent: How to claim guarantee? thanks.,warranty_info
Urgent: How many days for the refund to process?,refund_status
Please B2B ordering process?,bulk_order
"Hi, Why is my order delayed? now.",track_order
Can you tell me Check my refund status for ORD5902. thanks.,refund_status
Corporate order for our office in Delhi. thanks.,bulk_order
I want to talk to a human. please.,human_escalate
"Hi, I need this to be a present. now.",gift_wrapping
"Hi, I don't like the perfume, arrange for a return. thanks.",return_product
I want to know Can you wrap this shoes as a gift? please.,gift_wrapping
What does the warranty cover? now.,warranty_info
Register a complaint regarding order ORD2579. ASAP.,complaint_register
"Urgent: I don't need the mobile anymore, cancel.",cancel_order
Coupon OFF22 says invalid.,coupon_apply
"Hi, I want this saree. Is it available?",product_availability
Cancel the bag I bought. thanks.,cancel_order
How to share my feedback on the t-shirt?,product_review
Can I return the saree I bought today? now.,return_product
Can you tell me What is your return policy?,return_product
Warranty period please.,warranty_info
I want to know Is the Chennai branch open on Sunday?,store_hours
I want to talk to a human. thanks.,human_escalate
Urgent: I want to send the watch back. thanks.,return_product
I want to know Bulk discount available?,bulk_order
Please Can I add bag to my current order?,order_modify
Stop the shipment for ORD6798. please.,cancel_order
Unlock my profile please.,account_login
Urgent: Transfer me to a real person. thanks.,human_escalate
"Can you tell me The perfume doesn't fit, want an exchange. now.",exchange_product
Please Is physical damage covered under warranty? now.,warranty_info
Can you tell me Register a complaint regarding order ORD2932.,complaint_register
I want to know Payment failed but amount was debited. ASAP.,payment_issue
Amount deducted from my account erroneously. ASAP.,payment_issue
I want to know How to edit delivery address? now.,change_address
How can I return order ORD3225? thanks.,return_product
When is the expected delivery? ASAP.,delivery_time
What time does your store open? now.,store_hours
"I changed my mind, cancel order ORD2803. please.",cancel_order
Urgent: How to share my feedback on the laptop? ASAP.,product_review
Is my order out for delivery? please.,track_order
I want to know How do I apply for an exchange? now.,exchange_product
B2B ordering process? now.,bulk_order
Can you tell me Check if size XL is there for shoes. ASAP.,product_availability
I need to report an issue with the delivery. ASAP.,complaint_register
"Hi, I need this to be a present. now.",gift_wrapping
I want to know When will the amount reflect in my bank account?,refund_status
Urgent: The service for order ORD4934 was terrible.,complaint_register
Please Refund status for my returned kurta? thanks.,refund_status
Can you tell me Can I cancel the order I placed 15th August? ASAP.,cancel_order
"Hi, I need this to be a present. ASAP.",gift_wrapping
Urgent: Any update on my delivery? ASAP.,track_order
Cancel the mobile I bought. thanks.,cancel_order
Can you tell me I paid for the perfume but didn't get confirmation. ASAP.,payment_issue
Can I change shipping address to Kolkata? now.,change_address
Please Update the address for order ORD8018. ASAP.,change_address
Take my complaint.,complaint_register
Please Store opening schedule? thanks.,store_hours
Urgent: Transfer me to a real person. thanks.,human_escalate
Can you tell me Can I rate the seller? now.,product_review
Urgent: Check if size XXL is there for shoes. ASAP.,product_availability
Please When will my order ORD8938 be delivered?,delivery_time
Can you tell me How do I cancel my recent order?,cancel_order
Urgent: Can I get a saree in 10 instead? now.,exchange_product
I want to change my delivery address. ASAP.,change_address
Urgent: Complaint about the courier in Chennai. thanks.,complaint_register
Do you offer gift wrapping? ASAP.,gift_wrapping
Can you tell me I am very disappointed with the bag. ASAP.,complaint_register
Store timings in Hyderabad? ASAP.,store_hours
I want to know Will I receive my order by 15th August? please.,delivery_time
"Hi, Is physical damage covered under warranty?",warranty_info
"Hi, Warranty period please.",warranty_info
"Hi, Can I cancel the order I placed 10th October? thanks.",cancel_order
Please When will my order ORD4114 be delivered? now.,delivery_time
Please Is express delivery available?,delivery_time
I want to know Add a gift message.,gift_wrapping
"I want to know I don't like the jeans, arrange for a return. ASAP.",return_product
Please Payment failed but amount was debited.,payment_issue
Urgent: Are there any units left for bag?,product_availability
"Hi, Do you offer gift wrapping? ASAP.",gift_wrapping
"Please The shoes doesn't fit, want an exchange. ASAP.",exchange_product
Can you tell me Can I add bag to my current order? thanks.,order_modify
Can you tell me What is the delivery charge? ASAP.,shipping_cost
I want to know I am not getting the OTP to login.,account_login
I want to know My payment is stuck.,payment_issue
Urgent: What is your return policy? ASAP.,return_product
Cancel order ORD8515.,cancel_order
Can you tell me Complaint about the courier in Pune.,complaint_register
I want to know B2B ordering process? ASAP.,bulk_order
Urgent: Where can I write a product review? thanks.,product_review
Urgent: I want to change my delivery address.,change_address
Can you tell me How much do you charge for shipping? now.,shipping_cost
Update the address for order ORD5091. thanks.,change_address
Can you tell me I have a formal complaint to make.,complaint_register
I need to speak to the manager. thanks.,human_escalate
"Hi, Ship the saree to my new address. ASAP.",change_address
Please The discount code OFF26 is showing an error.,coupon_apply
Please I want gift packaging for order ORD4578.,gift_wrapping
Can you tell me Modify my order items.,order_modify
I want to know Can I change the attributes of order ORD1825? ASAP.,order_modify
I want to know Give me the tracking link for my mobile. ASAP.,track_order
Urgent: Replace this mobile with a larger one. thanks.,exchange_product
Please My account is locked.,account_login
I want to know Has the refund been initiated? please.,refund_status
Urgent: How do I reset my password? ASAP.,account_login
"Hi, Payment failed but amount was debited. please.",payment_issue
"Hi, Put me through to support staff. now.",human_escalate
"I changed my mind, cancel order ORD4491. please.",cancel_order
"Hi, Amount deducted from my account erroneously. ASAP.",payment_issue
I want to know Modify my order items. please.,order_modify
I ordered 96 but I want more.,order_modify
The discount code OFF46 is showing an error. now.,coupon_apply
Please Where is my money for order ORD2192?,refund_status
"Hi, What is the estimated delivery time? thanks.",delivery_time
Urgent: Can I exchange size 9 for another size? thanks.,exchange_product
Amount deducted from my account erroneously. ASAP.,payment_issue
Can you tell me Account USR646 is inaccessible.,account_login
Can you tell me Register a complaint regarding order ORD3623. thanks.,complaint_register
Please Cancel the saree I bought.,cancel_order
Until what time are you open? now.,store_hours
Can you tell me Is physical damage covered under warranty?,warranty_info
"Hi, Delivery time for saree?",delivery_time
"Hi, The discount code OFF18 is showing an error. ASAP.",coupon_apply
Why is my order delayed?,track_order
"I want to know The item is damaged, I need to return it.",return_product
I want to know When will order ORD5070 arrive?,track_order
I want to know I want to change the items I bought. thanks.,order_modify
Urgent: Amount deducted from my account erroneously.,payment_issue
Please Why can't I apply this discount? now.,coupon_apply
Please My login is failing. now.,account_login
Please What is the warranty on this bag? ASAP.,warranty_info
"Hi, I have a formal complaint to make.",complaint_register
Can you tell me Can you track my order?,track_order
Can I exchange size L for another size?,exchange_product
I want to know What is the delivery charge? thanks.,shipping_cost
I want to change the items I bought.,order_modify
B2B ordering process? thanks.,bulk_order
Add a gift message. ASAP.,gift_wrapping
I want to review order ORD6501. ASAP.,product_review
"Hi, Update my cart for order ORD7006.",order_modify
"Hi, Where can I register my grievance? now.",complaint_register
When will my order ORD9027 be delivered? ASAP.,delivery_time
Can you tell me When will I get my refund? ASAP.,refund_status
I want to know Can you notify me when shoes is available?,product_availability
"Hi, Payment issue with my recent transaction. ASAP.",payment_issue
Has my saree been shipped? thanks.,track_order
The discount code OFF31 is showing an error. now.,coupon_apply
"Hi, I need a smaller size for my perfume.",exchange_product
Please I want to change the items I bought. ASAP.,order_modify
Please Is the Chennai branch open on Sunday? thanks.,store_hours
Connect me to an agent. thanks.,human_escalate
Please Is the warranty valid in Delhi?,warranty_info
Stop the shipment for ORD2549. please.,cancel_order
Show me sarees in stock. now.,product_availability
Urgent: Tell me the operating hours. please.,store_hours
I am waiting for my refund since 10th October. now.,refund_status
I want to know Show me bags in stock. ASAP.,product_availability
"Hi, Cancel this order immediately.",cancel_order
I want to know When is the expected delivery? ASAP.,delivery_time
"Hi, This watch is defective, I need a return.",return_product
"Hi, Ship the laptop to my new address. now.",change_address
"Hi, Give me the tracking link for my laptop.",track_order
Please Can I get a customer service representative? now.,human_escalate
"Hi, Store timings in Mumbai? thanks.",store_hours
Urgent: I forgot my password.,account_login
Why is my order delayed? now.,track_order
"Hi, Human intervention required. now.",human_escalate
My saree is under warranty. ASAP.,warranty_info
Urgent: Unable to sign in. please.,account_login
Can you tell me I want to exchange this watch. now.,exchange_product
I want to know Change the quantity to 50. thanks.,order_modify
What is the warranty on this perfume? now.,warranty_info
Can you tell me Cancel this order immediately.,cancel_order
Urgent: Update the address for order ORD5978.,change_address
Why isn't the OFF42 applying to my cart? now.,coupon_apply
Urgent: Update the address for order ORD1300. ASAP.,change_address
Can you tell me I can't log into my account.,account_login
Can you tell me When do you close today? ASAP.,store_hours
I want to know When will the amount reflect in my bank account?,refund_status
"Hi, I want to leave a rating. now.",product_review
Will I receive my order by today? please.,delivery_time
Please I need a smaller size for my t-shirt. please.,exchange_product
"Hi, Can I get it delivered Monday? now.",delivery_time
I paid for the bag but didn't get confirmation. thanks.,payment_issue
Can you tell me Does it come with a guarantee? thanks.,warranty_info
"Hi, Payment issue with my recent transaction.",payment_issue
Urgent: Can I apply coupon on jeans? ASAP.,coupon_apply
I want to know Where is my order? ASAP.,track_order
Can you tell me Connect me to an agent.,human_escalate
Can you tell me Where is my money for order ORD7848? now.,refund_status
Add a gift message.,gift_wrapping
Can you tell me I am tired of talking to a bot. please.,human_escalate
Replace this saree with a larger one.,exchange_product
Can I return the shoes I bought yesterday? thanks.,return_product
I forgot my password. now.,account_login
Help me recover my account. please.,account_login
Any update on my delivery? now.,track_order
"Hi, Can I buy wholesale?",bulk_order
"This watch is defective, I need a return. thanks.",return_product
What is the estimated delivery time? thanks.,delivery_time
Can you tell me My login is failing. thanks.,account_login
"Hi, Can you wrap this kurta as a gift?",gift_wrapping
What is your return policy?,return_product
"Hi, Please abort my delivery for t-shirt. thanks.",cancel_order
Please I need to update my shipping details.,change_address
Can you tell me Payment failed but amount was debited.,payment_issue
Urgent: When will my order ORD5260 be delivered? now.,delivery_time
Urgent: Promo code OFF33 is not accepted. thanks.,coupon_apply
"Hi, How many days to deliver to Hyderabad? please.",delivery_time
Please Refund status for my returned laptop? ASAP.,refund_status
"Hi, Check if size XL is there for laptop.",product_availability
How can I return order ORD1772? thanks.,return_product
I want to know Store opening schedule? thanks.,store_hours
Can you tell me Where is my order? please.,track_order
Can you tell me Change my address for order ORD1422. please.,change_address
Exchange POLICY? thanks.,exchange_product
Can you tell me Do you have this in stock?,product_availability
Urgent: Let me speak to customer care. now.,human_escalate
Can you notify me when jeans is available?,product_availability
I haven't received my refund yet. ASAP.,refund_status
"Hi, How long does shipping take? please.",delivery_time
"Hi, This shoes is defective, I need a return.",return_product
I want gift packaging for order ORD7356. please.,gift_wrapping
I want to swap this item.,exchange_product
I want to know Can I get a shoes in 9 instead?,exchange_product
Why can't I apply this discount?,coupon_apply
Urgent: Send this wrapped to Jaipur.,gift_wrapping
Money deducted but order not placed. thanks.,payment_issue
I want to know When is the expected delivery? thanks.,delivery_time
I want to know I want to send the watch back.,return_product
"Hi, I am not getting the OTP to login. now.",account_login
I want to know Is the warranty valid in Jaipur?,warranty_info
Are you currently open?,store_hours
Please What time does your store open? ASAP.,store_hours
Can I exchange size 7 for another size?,exchange_product
Can you tell me Put me through to support staff. now.,human_escalate
Store opening schedule?,store_hours
Urgent: Delivery time for mobile? thanks.,delivery_time
I paid for the perfume but didn't get confirmation. now.,payment_issue
Please Is physical damage covered under warranty? now.,warranty_info
Urgent: What are the shipping fees? thanks.,shipping_cost
Urgent: Check my refund status for ORD1917. ASAP.,refund_status
Urgent: Show me mobiles in stock. now.,product_availability
I want to know Any update on my delivery? now.,track_order
Can you tell me My mobile is under warranty. now.,warranty_info
I want to know I want to return this mobile.,return_product
"Hi, I want to change the items I bought. please.",order_modify
Are there any units left for watch? ASAP.,product_availability
Can you tell me I want to change my delivery address. now.,change_address
How to add a product review?,product_review
Urgent: Can I exchange size S for another size? ASAP.,exchange_product
"Hi, Can I buy wholesale? now.",bulk_order
I want to order 61 of mobile. please.,bulk_order
Can you check if my payment went through? ASAP.,payment_issue
I want to know How to get bulk pricing? now.,bulk_order
I want to know Send this wrapped to Mumbai.,gift_wrapping
Deliver this to Surat instead.,change_address
"I don't like the watch, arrange for a return.",return_product
Please Can I upload photos for my review of perfume?,product_review
Urgent: I have a formal complaint to make.,complaint_register
Do you have this in stock?,product_availability
Please My voucher is not working.,coupon_apply
Please I want to cancel my order.,cancel_order
Please How do I apply for an exchange? ASAP.,exchange_product
Urgent: Do you provide a discount for 48 pieces of shoes? ASAP.,bulk_order
Urgent: Is this item out of stock?,product_availability
Can I exchange size 10 for another size? thanks.,exchange_product
I want to know Until what time are you open?,store_hours
I forgot my password. ASAP.,account_login
I want to know When will order ORD6432 arrive? ASAP.,track_order
Can you tell me Can I get it delivered today? now.,delivery_time
I want to know Can I get free delivery on bag? now.,shipping_cost
Can I change shipping address to Surat? thanks.,change_address
"Hi, My account is locked. please.",account_login
I want to return this laptop. thanks.,return_product
Can you tell me Has the refund been initiated?,refund_status
"Hi, Does it come with a guarantee? please.",warranty_info
Please I want to exchange this laptop. now.,exchange_product
"Hi, Is this item out of stock? ASAP.",product_availability
Why can't I apply this discount? ASAP.,coupon_apply
Urgent: What are your business hours?,store_hours
"Hi, When do you close today? please.",store_hours
Can I get it delivered today? ASAP.,delivery_time
I want to know Deliver this to Pune instead. now.,change_address
I can't log into my account. thanks.,account_login
Please I want to return this bag. thanks.,return_product
Urgent: Please abort my delivery for t-shirt. ASAP.,cancel_order
Can you tell me Delivery cost for t-shirt?,shipping_cost
Can you tell me Help me recover my account. please.,account_login
Can you tell me Shipping charges are too high.,shipping_cost
I want to know How to get bulk pricing? thanks.,bulk_order
Urgent: Can I change the attributes of order ORD7162? now.,order_modify
I want to know Until what time are you open? thanks.,store_hours
I want to know What are your business hours?,store_hours
"I want to know The item is damaged, I need to return it.",return_product
Can you tell me Can I cancel the order I placed Friday? thanks.,cancel_order
Urgent: What is the status of my order ORD8287? please.,track_order
I want to know Tell me the operating hours. thanks.,store_hours
Can I alter my recent order? please.,order_modify
I want to know Where is my order? ASAP.,track_order
Urgent: Where is my money for order ORD2126? now.,refund_status
Amount deducted from my account erroneously. now.,payment_issue
Can you tell me Can you check if my payment went through?,payment_issue
I want to know Has my jeans been shipped?,track_order
Can you tell me The service for order ORD8222 was terrible. now.,complaint_register
Please I want to change the items I bought. thanks.,order_modify
I want this saree. Is it available? please.,product_availability
Urgent: Can I get it delivered yesterday?,delivery_time
Can you tell me I want to return this watch.,return_product
"Hi, I need a smaller size for my perfume.",exchange_product
How do I review this t-shirt? please.,product_review
Can I return the watch I bought 2 days ago? ASAP.,return_product
Change my address for order ORD9854. please.,change_address
"Hi, Change my address for order ORD4557. please.",change_address
I want to know How to get bulk pricing?,bulk_order
Please Can I cancel the order I placed 10th October?,cancel_order
"Hi, Why are you charging for delivery?",shipping_cost
I have a formal complaint to make. now.,complaint_register
"Can you tell me The item is damaged, I need to return it. thanks.",return_product
I want to know Can I add saree to my current order? ASAP.,order_modify
I want to return this kurta. please.,return_product
Urgent: I paid for the mobile but didn't get confirmation.,payment_issue
I need to report an issue with the delivery. ASAP.,complaint_register
Can you tell me How fast can you deliver to Kolkata? ASAP.,delivery_time
I want to know Check my refund status for ORD8537.,refund_status
I want to know Money deducted but order not placed. thanks.,payment_issue
"Hi, My coupon code OFF33 is not working. thanks.",coupon_apply
Please Store opening schedule? ASAP.,store_hours
I want to know Update my cart for order ORD2255.,order_modify
I want to know Payment failed but amount was debited. ASAP.,payment_issue
I want to know Until what time are you open? thanks.,store_hours
I want to know Unlock my profile please.,account_login
Urgent: How to get bulk pricing? now.,bulk_order
Can you tell me I want to track order ORD1201. now.,track_order
"I want to know I don't need the shoes anymore, cancel. ASAP.",cancel_order
Can you tell me I forgot to apply my coupon OFF43. now.,coupon_apply
Send this wrapped to Jaipur. ASAP.,gift_wrapping
Urgent: When will the kurta be back in stock? thanks.,product_availability
Can you tell me Modify the delivery location. now.,change_address
Can you tell me I need to order mobile in bulk. now.,bulk_order
Urgent: Are there any units left for bag? now.,product_availability
Can you tell me I want to file a complaint. ASAP.,complaint_register
Please I want to send the kurta back. please.,return_product
"Hi, Change the quantity to 44. thanks.",order_modify
Can you tell me I can't log into my account. thanks.,account_login
Urgent: Update the address for order ORD8403. ASAP.,change_address
Is my order out for delivery? ASAP.,track_order
Urgent: Coupon OFF24 says invalid.,coupon_apply
Urgent: Can you conceal the price tag? please.,gift_wrapping
Please I want gift packaging for order ORD5403. please.,gift_wrapping
Please Bulk discount available? ASAP.,bulk_order
Please Has my kurta been shipped?,track_order
What is your return policy?,return_product
"Hi, How many months of warranty for shoes? now.",warranty_info
I want to modify order ORD7924. now.,order_modify
"Hi, How can I return order ORD5130?",return_product
Urgent: I need to order watch in bulk. now.,bulk_order
Can you tell me I want to cancel my order. please.,cancel_order
"Hi, Deliver this to Bangalore instead. thanks.",change_address
Urgent: How much is shipping to Kolkata? ASAP.,shipping_cost
Urgent: I want to cancel my order.,cancel_order
Payment issue with my recent transaction.,payment_issue
"The mobile doesn't fit, want an exchange. thanks.",exchange_product
Please How many days for the refund to process? please.,refund_status
Unable to sign in. ASAP.,account_login
Can you tell me I want to talk to a human. please.,human_escalate
Urgent: I am waiting for my refund since yesterday. thanks.,refund_status
"Hi, Schedule a pickup for returning my order. please.",return_product
Urgent: Are you currently open? now.,store_hours
Please How to use promo code? ASAP.,coupon_apply
Please I want to order 21 of shoes. please.,bulk_order
"Hi, My coupon code OFF40 is not working. thanks.",coupon_apply
Can you tell me Can I rate the seller?,product_review
When will my order ORD5038 be delivered?,delivery_time
Exchange my order ORD5715. thanks.,exchange_product
I want to know Take back my order. now.,return_product
Can I exchange size 9 for another size? thanks.,exchange_product
Urgent: Unlock my profile please. now.,account_login
Modify the delivery location. ASAP.,change_address
"Hi, Why can't I apply this discount?",coupon_apply
I want to know Stop the shipment for ORD9646.,cancel_order
I want to swap this item.,exchange_product
I want to know I can't log into my account.,account_login
Is this item out of stock? please.,product_availability
Is express delivery available?,delivery_time
I want to know Is the Delhi branch open on Sunday?,store_hours
I want to know I want to file a complaint. now.,complaint_register
Please I want to cancel my order. ASAP.,cancel_order
I want to leave a rating. thanks.,product_review
Please I want to exchange this kurta.,exchange_product
How do I apply for an exchange?,exchange_product
"Hi, Is there an option to send t-shirt as a gift?",gift_wrapping
Please Modify my order items. now.,order_modify
Can you tell me Can you notify me when watch is available? now.,product_availability
"Hi, Is this item out of stock? ASAP.",product_availability
I want to know How long does shipping take? now.,delivery_time
Modify my order items. ASAP.,order_modify
Is the laptop available in size 8? now.,product_availability
I want to know What are your business hours? please.,store_hours
Can you tell me Why isn't the OFF45 applying to my cart? ASAP.,coupon_apply
Please Please credit my refund. now.,refund_status
Please I want to swap this item. now.,exchange_product
I want to know I paid for the mobile but didn't get confirmation. please.,payment_issue
I forgot to apply my coupon OFF24.,coupon_apply
Is the warranty valid in Jaipur? thanks.,warranty_info
I forgot my password. thanks.,account_login
"Hi, How do I reset my password?",account_login
Can you tell me Is shipping free? ASAP.,shipping_cost
Urgent: Remove t-shirt from order ORD4342. thanks.,order_modify
Can you tell me Remove jeans from order ORD6521. please.,order_modify
"Urgent: I changed my mind, cancel order ORD5298.",cancel_order
Please I want to give 5 stars.,product_review
Please Will I receive my order by 15th August? ASAP.,delivery_time
Can you tell me Check if size L is there for kurta. thanks.,product_availability
Urgent: My account is locked. now.,account_login
I want to know Warranty period please. thanks.,warranty_info
How to edit delivery address? ASAP.,change_address
Can you tell me Is the Ahmedabad branch open on Sunday?,store_hours
I ordered 51 but I want more. thanks.,order_modify
Please Human intervention required. please.,human_escalate
Can you tell me Is the warranty valid in Hyderabad? now.,warranty_info
I want to return this saree. thanks.,return_product
Why is my order delayed? thanks.,track_order
Please I want to place a bulk order.,bulk_order
Can you tell me Delivery cost for watch?,shipping_cost
Tell me the operating hours. thanks.,store_hours
"I want to know I don't like the bag, arrange for a return. now.",return_product
I want to know Promo code OFF35 is not accepted.,coupon_apply
Urgent: I want to cancel my order. ASAP.,cancel_order
Is there an option to send kurta as a gift? please.,gift_wrapping
Urgent: Ship the shoes to my new address.,change_address
Urgent: Why can't I apply this discount? thanks.,coupon_apply
Money deducted but order not placed. now.,payment_issue
Please Shipping charges are too high. now.,shipping_cost
I want to know Transfer me to a real person. thanks.,human_escalate
Payment failed but amount was debited.,payment_issue
Can you tell me Check my refund status for ORD9592. thanks.,refund_status
I want to know Is physical damage covered under warranty? ASAP.,warranty_info
I want to change the items I bought. thanks.,order_modify
Please My voucher is not working.,coupon_apply
How much is shipping to Delhi? thanks.,shipping_cost
Urgent: Can you conceal the price tag?,gift_wrapping
Urgent: I need to update my shipping details. now.,change_address
"Hi, How to use promo code?",coupon_apply
Update the address for order ORD3949. ASAP.,change_address
"Hi, Can I buy wholesale? ASAP.",bulk_order
I am very disappointed with the shoes. please.,complaint_register
When will I get my refund?,refund_status
Is my order out for delivery?,track_order
I want to know Do I have to pay shipping for order ORD1434? ASAP.,shipping_cost
I want to know What is the warranty on this kurta?,warranty_info
My login is failing. thanks.,account_login
Human intervention required. thanks.,human_escalate
Urgent: Can I get a customer service representative?,human_escalate
I want to know Tell me the operating hours. now.,store_hours
Urgent: Modify my order items.,order_modify
Can you wrap this kurta as a gift? please.,gift_wrapping
Can you tell me Is my order out for delivery? thanks.,track_order
"Can you tell me I don't need the jeans anymore, cancel. now.",cancel_order
"Hi, How to claim guarantee?",warranty_info
Why is my payment pending?,payment_issue
Payment failed but amount was debited. thanks.,payment_issue
Can you tell me I want this watch. Is it available? now.,product_availability
Can you tell me Why is my payment pending? thanks.,payment_issue
Can I change the attributes of order ORD5851? thanks.,order_modify
Urgent: Cancel this order immediately. thanks.,cancel_order
Urgent: Can I alter my recent order? please.,order_modify
Please I am waiting for my refund since yesterday. now.,refund_status
"Hi, Where is my order? thanks.",track_order
"Hi, I don't like the kurta, arrange for a return.",return_product
Urgent: I want to order 32 of mobile. ASAP.,bulk_order
Take my complaint.,complaint_register
When will order ORD7185 arrive? please.,track_order
I want gift packaging for order ORD1813. thanks.,gift_wrapping
How do I apply for an exchange?,exchange_product
I have a formal complaint to make. please.,complaint_register
Please Are you open yesterday? now.,store_hours
I want to know Can you check if my payment went through? ASAP.,payment_issue
Can you tell me Give me the tracking link for my jeans.,track_order
Can you tell me When will the amount reflect in my bank account? thanks.,refund_status
How to share my feedback on the saree?,product_review
Can I change the attributes of order ORD1327?,order_modify
"Please I don't like the t-shirt, arrange for a return. ASAP.",return_product
"Hi, Can I cancel the order I placed 2 days ago? now.",cancel_order
"Hi, I am waiting for my refund since 15th August. now.",refund_status
Has my t-shirt been shipped?,track_order
Please How do I review this mobile? thanks.,product_review
What are the shipping fees? thanks.,shipping_cost
Urgent: I want this kurta. Is it available?,product_availability
Urgent: Has the refund been initiated? please.,refund_status
Can you tell me How to claim guarantee? thanks.,warranty_info
Schedule a pickup for returning my order. now.,return_product
How to share my feedback on the laptop? ASAP.,product_review
Please How to claim guarantee?,warranty_info
Urgent: I need to report an issue with the delivery. thanks.,complaint_register
Urgent: When will the saree be back in stock?,product_availability
Can you tell me Complaint about the courier in Kolkata. now.,complaint_register
Please Update the address for order ORD1328.,change_address
Urgent: Human intervention required. thanks.,human_escalate
Urgent: Is the warranty valid in Mumbai? now.,warranty_info
"I want to know I don't like the shoes, arrange for a return. ASAP.",return_product
"Hi, When do you close today? please.",store_hours
Until what time are you open?,store_hours
Urgent: I can't log into my account.,account_login
Where is my order?,track_order
Please Why isn't the OFF27 applying to my cart?,coupon_apply
Can you tell me Where is my money for order ORD4821?,refund_status
Please Payment failed but amount was debited. now.,payment_issue
Urgent: What is the estimated delivery time?,delivery_time
"Hi, My login is failing.",account_login
Urgent: Can you conceal the price tag?,gift_wrapping
Urgent: Do you provide a discount for 48 pieces of mobile? please.,bulk_order
Please I need to speak to the manager.,human_escalate
I want to know Check my refund status for ORD3569. ASAP.,refund_status
Please Tell me the operating hours. ASAP.,store_hours
Account USR917 is inaccessible. now.,account_login
"Hi, Help me recover my account. thanks.",account_login
I ordered 59 but I want more. please.,order_modify
"Urgent: The app says payment failed, but my bank says successful. please.",payment_issue
"Can you tell me Your customer service is bad, I want to complain. now.",complaint_register
Urgent: Has the refund been initiated?,refund_status
Can you tell me I want to review order ORD7814. now.,product_review
Can you tell me Stop the shipment for ORD7713. ASAP.,cancel_order
I want to know My payment is stuck. please.,payment_issue
Urgent: Are you currently open? ASAP.,store_hours
"Hi, Can I get free delivery on kurta?",shipping_cost
Is the Hyderabad branch open on Sunday?,store_hours
I need a smaller size for my jeans. please.,exchange_product
Are there any units left for mobile?,product_availability
"Hi, Register a complaint regarding order ORD5291. thanks.",complaint_register
Please I forgot to apply my coupon OFF50. now.,coupon_apply
"Hi, What is the warranty on this t-shirt?",warranty_info
I want to know What are the shipping fees? please.,shipping_cost
Let me speak to customer care.,human_escalate
Please I want to file a complaint.,complaint_register
"Hi, The service for order ORD3837 was terrible. now.",complaint_register
Can you tell me Leave a comment on the product.,product_review
"Hi, Promo code OFF35 is not accepted.",coupon_apply
Please Is there an option to send shoes as a gift? now.,gift_wrapping
Can you tell me Is the warranty valid in Ahmedabad? thanks.,warranty_info
I want to send the laptop back. please.,return_product
Please Update my cart for order ORD8282.,order_modify
Can I get a perfume in S instead?,exchange_product
I want to know How fast can you deliver to Bangalore? now.,delivery_time
I want to know Unlock my profile please.,account_login
I want to know Transfer me to a real person.,human_escalate
Please I want to talk to a human. thanks.,human_escalate
Urgent: I want to file a complaint. ASAP.,complaint_register
Can you tell me When will my order ORD7323 be delivered? ASAP.,delivery_time
Urgent: Refund status for my returned kurta? ASAP.,refund_status
Urgent: Ship the shoes to my new address. thanks.,change_address
What is the warranty on this bag?,warranty_info
"Urgent: This t-shirt is defective, I need a return.",return_product
Urgent: Corporate order for our office in Jaipur. thanks.,bulk_order
"Hi, Is this item out of stock?",product_availability
"Hi, Can I change shipping address to Bangalore? thanks.",change_address
I want to know Cancel order ORD1746. thanks.,cancel_order
I want to know My shoes is under warranty.,warranty_info
Urgent: My payment is stuck. please.,payment_issue
"Hi, How do I review this mobile?",product_review
I want to know What time does your store open? thanks.,store_hours
"Hi, What is your return policy? thanks.",return_product
Delivery cost for jeans? now.,shipping_cost
I want to know Gift wrap this please. now.,gift_wrapping
I want to know Where is my money for order ORD1020? please.,refund_status
Urgent: Can you notify me when t-shirt is available? thanks.,product_availability
B2B ordering process? ASAP.,bulk_order
Please Can I get it delivered 2 days ago? thanks.,delivery_time
Urgent: Modify my order items. thanks.,order_modify
Add a gift message. ASAP.,gift_wrapping
"Hi, I want to leave a rating. thanks.",product_review
Urgent: What is the delivery charge? thanks.,shipping_cost
Urgent: Stop the shipment for ORD9097.,cancel_order
"Hi, Give me the tracking link for my saree. please.",track_order
Money deducted but order not placed. ASAP.,payment_issue
"Hi, Is shipping free? please.",shipping_cost
Can you tell me Help me recover my account.,account_login
"Hi, How many days for the refund to process?",refund_status
Please Is shipping free? please.,shipping_cost
"Can you tell me The app says payment failed, but my bank says successful.",payment_issue
Can you tell me How to share my feedback on the laptop?,product_review
I want to know I want to cancel my order. now.,cancel_order
"Hi, What is the status of my order ORD1862? now.",track_order
Please Can I rate the seller?,product_review
I want to modify order ORD9604.,order_modify
Update the address for order ORD3692. please.,change_address
Urgent: What does the warranty cover? thanks.,warranty_info
Urgent: How do I reset my password? now.,account_login
Can you tell me What is the status of my order ORD9480?,track_order
Please Can you conceal the price tag? ASAP.,gift_wrapping
"I put the wrong address, please change it. ASAP.",change_address
What is the warranty on this perfume?,warranty_info
I want to know Payment issue with my recent transaction. thanks.,payment_issue
Where is my order?,track_order
Why are you charging for delivery? thanks.,shipping_cost
"Hi, How to claim guarantee? now.",warranty_info
Urgent: Why are you charging for delivery? thanks.,shipping_cost
Please Can I change the attributes of order ORD7760? thanks.,order_modify
What is the delivery charge?,shipping_cost
Please I want to place a bulk order. please.,bulk_order
"Hi, Coupon OFF48 says invalid.",coupon_apply
I want to review order ORD9413. now.,product_review
